"symbol","cik","exchange","industry","sector"
"BRLT","0001866757","NASDAQ","Luxury Goods","Consumer Cyclical"
"MPWR","0001280452","NASDAQ","Semiconductors","Technology"
"FANG","0001539838","NASDAQ","Oil & Gas Exploration & Production","Energy"
"AXON","0001069183","NASDAQ","Aerospace & Defense","Industrials"
"CCEP","0001650107","NASDAQ","Beverages - Non-Alcoholic","Consumer Defensive"
"TTWO","0000946581","NASDAQ","Electronic Gaming & Multimedia","Technology"
"FER","0001468522","NASDAQ","Industrial - Infrastructure Operations","Industrials"
"DMAC","0001401040","NASDAQ","Biotechnology","Healthcare"
"WTBA","0001166928","NASDAQ","Banks - Regional","Financial Services"
"NRC","0000070487","NASDAQ","Medical - Healthcare Information Services","Healthcare"
"BACQ","0002028707","NASDAQ","Shell Companies","Financial Services"
"ZNB","0001747661","NASDAQ","Entertainment","Communication Services"
"ILPT","0001717307","NASDAQ","REIT - Industrial","Real Estate"
"OMAB","0001378239","NASDAQ","Airlines, Airports & Air Services","Industrials"
"QSEA","0002047455","NASDAQ","Shell Companies","Financial Services"
"SMX","0001940674","NASDAQ","Specialty Business Services","Industrials"
"LITM","0001769697","NASDAQ","Industrial Materials","Basic Materials"
"IMNN","0000749647","NASDAQ","Biotechnology","Healthcare"
"NCEW","0001968043","NASDAQ","Integrated Freight & Logistics","Industrials"
"ZBAI","0001755058","NASDAQ","Investment - Banking & Investment Services","Financial Services"
"SOND","0001819395","NASDAQ","Travel Lodging","Consumer Cyclical"
"CELU","0001752828","NASDAQ","Biotechnology","Healthcare"
"BFRI","0001858685","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"EHGO","0001879754","NASDAQ","Business Equipment & Supplies","Industrials"
"BIAF","0001712762","NASDAQ","Medical - Diagnostics & Research","Healthcare"
"MNTS","0001781162","NASDAQ","Aerospace & Defense","Industrials"
"BCLI","0001137883","NASDAQ","Biotechnology","Healthcare"
"TNON","0001560293","NASDAQ","Medical - Devices","Healthcare"
"DAIC","0002033770","NASDAQ","Shell Companies","Financial Services"
"JCSE","0001905511","NASDAQ","Industrial - Machinery","Industrials"
"INSM","0001104506","NASDAQ","Medical - Pharmaceuticals","Healthcare"
"HSCS","0001468492","NASDAQ","Medical - Devices","Healthcare"
"GIWWR","0002080019","NASDAQ","Financial - Conglomerates","Financial Services"
"POLA","0001622345","NASDAQ","Electrical Equipment & Parts","Industrials"
"LGCL","0001954694","NASDAQ","Software - Application","Technology"
"FGL","0001989930","NASDAQ","Engineering & Construction","Industrials"
"CPRT","0000900075","NASDAQ","Auto - Dealerships","Consumer Cyclical"
"XAIR","0001641631","NASDAQ","Medical - Devices","Healthcare"
"ELBM","0001907184","NASDAQ","Industrial Materials","Basic Materials"
"ADI","0000006281","NASDAQ","Semiconductors","Technology"
"ZYXI","0000846475","NASDAQ","Medical - Distribution","Healthcare"
"ZOOZ","0001992818","NASDAQ","Electrical Equipment & Parts","Industrials"
"PTLE","0002016337","NASDAQ","Oil & Gas Midstream","Energy"
"RMSG","0001983324","NASDAQ","Software - Application","Technology"
"HON","0000773840","NASDAQ","Conglomerates","Industrials"
"XOS","0001819493","NASDAQ","Agricultural - Machinery","Industrials"
"BGMSP","0001858681","NASDAQ","Medical - Pharmaceuticals","Healthcare"
"MTEX","0001056358","NASDAQ","Household & Personal Products","Consumer Defensive"
"LIQT","0001307579","NASDAQ","Industrial - Pollution & Treatment Controls","Industrials"
"LPCN","0001535955","NASDAQ","Biotechnology","Healthcare"
"HUDI","0001791725","NASDAQ","Steel","Basic Materials"
"GIGM","0001105101","NASDAQ","Electronic Gaming & Multimedia","Technology"
"IPM","0001355839","NASDAQ","Software - Application","Technology"
"ITRM","0001659323","NASDAQ","Biotechnology","Healthcare"
"MGIH","0001903995","NASDAQ","Packaging & Containers","Consumer Cyclical"
"IPODW","0002041047","NASDAQ","Asset Management","Financial Services"
"LSTA","0000320017","NASDAQ","Biotechnology","Healthcare"
"BNAI","0001838163","NASDAQ","Software - Infrastructure","Technology"
"SVREW","0001894693","NASDAQ","Hardware, Equipment & Parts","Technology"
"LRE","0001888980","NASDAQ","Real Estate - Development","Real Estate"
"PMNT","0001849221","NASDAQ","Apparel - Manufacturers","Consumer Cyclical"
"EDTK","0001782309","NASDAQ","Education & Training Services","Consumer Defensive"
"HTOO","0001819794","NASDAQ","Renewable Utilities","Utilities"
"LYRA","0001327273","NASDAQ","Biotechnology","Healthcare"
"NISN","0001603993","NASDAQ","Financial - Credit Services","Financial Services"
"PHIO","0001533040","NASDAQ","Biotechnology","Healthcare"
"LOBO","0001932072","NASDAQ","Auto - Manufacturers","Consumer Cyclical"
"LDWY","0000875355","NASDAQ","Advertising Agencies","Communication Services"
"CPOP","0001807389","NASDAQ","Entertainment","Communication Services"
"VEEAW","0001840317","NASDAQ","Information Technology Services","Technology"
"SKK","0001991261","NASDAQ","Engineering & Construction","Industrials"
"GLXG","0001905920","NASDAQ","Staffing & Employment Services","Industrials"
"CUBWW","0002015955","NASDAQ","Shell Companies","Financial Services"
"MIGI","0001218683","NASDAQ","Financial - Capital Markets","Financial Services"
"ALBT","0001630212","NASDAQ","Real Estate - Services","Real Estate"
"GCLWW","0002002045","NASDAQ","Electronic Gaming & Multimedia","Technology"
"SEVN","0001452477","NASDAQ","REIT - Mortgage","Real Estate"
"XHLD","0002030954","NASDAQ","Broadcasting","Communication Services"
"KITT","0001849820","NASDAQ","Aerospace & Defense","Industrials"
"INHD","0001961847","NASDAQ","Steel","Basic Materials"
"ABVX","0001956827","NASDAQ","Biotechnology","Healthcare"
"WKSP","0001096275","NASDAQ","Auto - Parts","Consumer Cyclical"
"TRAW","0001130598","NASDAQ","Biotechnology","Healthcare"
"YYGH","0001985337","NASDAQ","Personal Products & Services","Consumer Cyclical"
"MIMI","0001998560","NASDAQ","Engineering & Construction","Industrials"
"MEGL","0001881472","NASDAQ","Financial - Capital Markets","Financial Services"
"HUBC","0001905660","NASDAQ","Software - Infrastructure","Technology"
"ILAG","0001814963","NASDAQ","Construction","Industrials"
"ICU","0001831868","NASDAQ","Biotechnology","Healthcare"
"BTBD","0001718224","NASDAQ","Restaurants","Consumer Cyclical"
"VIVK","0001450704","NASDAQ","Oil & Gas Exploration & Production","Energy"
"LNW","0000750004","NASDAQ","Gambling, Resorts & Casinos","Consumer Cyclical"
"LSH","0001996192","NASDAQ","Integrated Freight & Logistics","Industrials"
"FTRK","0002027262","NASDAQ","Advertising Agencies","Communication Services"
"INAB","0001740279","NASDAQ","Biotechnology","Healthcare"
"RNAZ","0001829635","NASDAQ","Biotechnology","Healthcare"
"ENVB","0000890821","NASDAQ","Biotechnology","Healthcare"
"ATER","0001757715","NASDAQ","Furnishings, Fixtures & Appliances","Consumer Cyclical"
"TAIT","0000942126","NASDAQ","Technology Distributors","Technology"
"LATAW","0002077619","NASDAQ","Asset Management","Financial Services"
"PLMKW","0002030482","NASDAQ","Financial - Conglomerates","Financial Services"
"ARTL","0001621221","NASDAQ","Biotechnology","Healthcare"
"DKI","0002058584","NASDAQ","Electronic Gaming & Multimedia","Communication Services"
"BBGI","0001099160","NASDAQ","Broadcasting","Communication Services"
"SMAP","0001863990","NASDAQ","Shell Companies","Financial Services"
"AIHS","0001711012","NASDAQ","Financial - Credit Services","Financial Services"
"DSYWW","0001999297","NASDAQ",NULL,NULL
"ASBPW","0001847345","NASDAQ","Biotechnology","Healthcare"
"TANH","0001588084","NASDAQ","Household & Personal Products","Consumer Defensive"
"CISS","0001951067","NASDAQ","Marine Shipping","Industrials"
"SLXN","0002022416","NASDAQ","Biotechnology","Healthcare"
"ONCO","0001782107","NASDAQ","Biotechnology","Healthcare"
"VMAR","0001813783","NASDAQ","Auto - Recreational Vehicles","Consumer Cyclical"
"SPRC","0001611746","NASDAQ","Biotechnology","Healthcare"
"SYRA","0001922335","NASDAQ","Medical - Care Facilities","Healthcare"
"EPWK","0001900720","NASDAQ","Staffing & Employment Services","Industrials"
"XAGE","0001842939","NASDAQ","Biotechnology","Healthcare"
"CHR","0001738758","NASDAQ","Advertising Agencies","Communication Services"
"YJ","0001759614","NASDAQ","Specialty Retail","Consumer Cyclical"
"GLMD","0001595353","NASDAQ","Biotechnology","Healthcare"
"UOKA","0001741534","NASDAQ","Real Estate - Services","Real Estate"
"MLEC","0001937737","NASDAQ","Biotechnology","Healthcare"
"XXII","0001347858","NASDAQ","Tobacco","Consumer Defensive"
"GNPX","0001595248","NASDAQ","Biotechnology","Healthcare"
"INM","0001728328","NASDAQ","Biotechnology","Healthcare"
"AUUD","0001554818","NASDAQ","Software - Application","Technology"
"STFS","0002003061","NASDAQ","Advertising Agencies","Communication Services"
"LRHC","0001879403","NASDAQ","Real Estate - Services","Real Estate"
"ICON","0001995574","NASDAQ","Marine Shipping","Industrials"
"SHPH","0001757499","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"TROO","0001412095","NASDAQ","Software - Application","Technology"
"TRMK","0000036146","NASDAQ","Banks - Regional","Financial Services"
"HQI","0001140102","NASDAQ","Staffing & Employment Services","Industrials"
"USGO","0001947244","NASDAQ","Industrial Materials","Basic Materials"
"COEPW","0001759186","NASDAQ","Biotechnology","Healthcare"
"CREVW","0001960208","NASDAQ","Auto - Parts","Consumer Cyclical"
"NOMA","0002059943","NASDAQ","Leisure","Consumer Cyclical"
"XPON","0001894954","NASDAQ","Electrical Equipment & Parts","Industrials"
"ADTX","0001726711","NASDAQ","Biotechnology","Healthcare"
"WTO","0001789299","NASDAQ","Consumer Electronics","Technology"
"VRPX","0001708331","NASDAQ","Biotechnology","Healthcare"
"SLXNW","0002022416","NASDAQ","Biotechnology","Healthcare"
"SYRS","0001556263","NASDAQ","Biotechnology","Healthcare"
"DFSCW","0001857855","NASDAQ","Shell Companies","Financial Services"
"PBMWW","0001985062","NASDAQ","Biotechnology","Healthcare"
"COHU","0000021535","NASDAQ","Semiconductors","Technology"
"GMHS","0002000530","NASDAQ","Electronic Gaming & Multimedia","Technology"
"AAME","0000008177","NASDAQ","Insurance - Life","Financial Services"
"RDIB","0000716634","NASDAQ","Entertainment","Communication Services"
"SDOT","0001701756","NASDAQ","Agricultural Farm Products","Consumer Defensive"
"AWRE","0001015739","NASDAQ","Software - Application","Technology"
"SQFT","0001080657","NASDAQ","REIT - Diversified","Real Estate"
"FORL","0001936255","NASDAQ","Shell Companies","Financial Services"
"TCBS","0001849466","NASDAQ","Banks - Regional","Financial Services"
"CPSH","0000814676","NASDAQ","Hardware, Equipment & Parts","Technology"
"HGBL","0000849145","NASDAQ","Financial - Capital Markets","Financial Services"
"APVO","0001671584","NASDAQ","Biotechnology","Healthcare"
"APADR","0001988891","NASDAQ","Shell Companies","Financial Services"
"XELB","0001083220","NASDAQ","Apparel - Manufacturers","Consumer Cyclical"
"EEIQ","0001781397","NASDAQ","Education & Training Services","Consumer Defensive"
"PAVM","0001624326","NASDAQ","Medical - Devices","Healthcare"
"CNTM","0001895249","NASDAQ","Software - Application","Technology"
"IPDN","0001546296","NASDAQ","Staffing & Employment Services","Industrials"
"MBVIW","0002073928","NASDAQ","Asset Management","Financial Services"
"ATIIW","0002028516","NASDAQ","Shell Companies","Financial Services"
"AQB","0001603978","NASDAQ","Agricultural Farm Products","Consumer Defensive"
"VERO","0001409269","NASDAQ","Medical - Devices","Healthcare"
"RELI","0001812727","NASDAQ","Insurance - Brokers","Financial Services"
"EJH","0001769768","NASDAQ","Personal Products & Services","Consumer Cyclical"
"ERII","0001421517","NASDAQ","Industrial - Pollution & Treatment Controls","Industrials"
"BIYA","0001944712","NASDAQ","Software - Application","Technology"
"TDACW","0001673481","NASDAQ","Financial - Conglomerates","Financial Services"
"NDLS","0001275158","NASDAQ","Restaurants","Consumer Cyclical"
"XCUR","0001698530","NASDAQ","Biotechnology","Healthcare"
"RECT","0001995116","NASDAQ","Industrial - Distribution","Industrials"
"SPEGR","0002028735","NASDAQ","Asset Management","Financial Services"
"LIVE","0001045742","NASDAQ","Home Improvement","Consumer Cyclical"
"LPSN","0001102993","NASDAQ","Software - Application","Technology"
"ISPO","0001820566","NASDAQ","Leisure","Consumer Cyclical"
"BMR","0001899005","NASDAQ","Software - Application","Technology"
"QVCGP","0001355096","NASDAQ","Specialty Retail","Consumer Cyclical"
"PC","0001998056","NASDAQ","Restaurants","Consumer Cyclical"
"MEHA","0001837254","NASDAQ","Medical - Distribution","Healthcare"
"VYNE","0001566044","NASDAQ","Biotechnology","Healthcare"
"JSPR","0001788028","NASDAQ","Biotechnology","Healthcare"
"NERV","0001598646","NASDAQ","Biotechnology","Healthcare"
"LIMN","0001831874","NASDAQ","Biotechnology","Healthcare"
"SONN","0001106838","NASDAQ","Biotechnology","Healthcare"
"ELOG","0002013320","NASDAQ","Integrated Freight & Logistics","Industrials"
"IBG","0001924482","NASDAQ","Beverages - Alcoholic","Consumer Defensive"
"OBLG","0000746210","NASDAQ","Software - Application","Technology"
"DTSS","0001631282","NASDAQ","Software - Infrastructure","Technology"
"YDESW","0002011674","NASDAQ","Biotechnology","Healthcare"
"ACON","0001635077","NASDAQ","Medical - Healthcare Information Services","Healthcare"
"BSLK","0001841125","NASDAQ","Shell Companies","Financial Services"
"CREV","0001960208","NASDAQ","Auto - Parts","Consumer Cyclical"
"WXM","0001979610","NASDAQ","Engineering & Construction","Industrials"
"SXTP","0001946563","NASDAQ","Biotechnology","Healthcare"
"VSTD","0001898604","NASDAQ","Food Distribution","Consumer Defensive"
"IMTE","0001668438","NASDAQ","Hardware, Equipment & Parts","Technology"
"EDBL","0001809750","NASDAQ","Agricultural Farm Products","Consumer Defensive"
"SGBX","0001023994","NASDAQ","Manufacturing - Metal Fabrication","Industrials"
"NIVFW","0001981662","NASDAQ","Medical - Care Facilities","Healthcare"
"NOW","0001373715","NYSE","Software - Application","Technology"
"TWIN","0000100378","NASDAQ","Industrial - Machinery","Industrials"
"MCRB","0001609809","NASDAQ","Biotechnology","Healthcare"
"FRAF","0000723646","NASDAQ","Banks - Regional","Financial Services"
"VERI","0001615165","NASDAQ","Software - Infrastructure","Technology"
"VOXR","0001907909","NASDAQ","Other Precious Metals","Basic Materials"
"PPIH","0000914122","NASDAQ","Construction","Industrials"
"LCNB","0001074902","NASDAQ","Banks - Regional","Financial Services"
"VABK","0001572334","NASDAQ","Banks - Regional","Financial Services"
"ASUR","0000884144","NASDAQ","Software - Application","Technology"
"SNFCA","0000318673","NASDAQ","Financial - Mortgages","Financial Services"
"LOGC","0002064307","NASDAQ","Specialty Retail","Consumer Cyclical"
"DOYU","0001762417","NASDAQ","Internet Content & Information","Communication Services"
"GSHR","0002044635","NASDAQ","Shell Companies","Financial Services"
"TSSI","0001320760","NASDAQ","Information Technology Services","Technology"
"CXDO","0001075736","NASDAQ","Telecommunications Services","Communication Services"
"INDP","0001857044","NASDAQ","Biotechnology","Healthcare"
"EFSI","0000880641","NASDAQ","Banks - Regional","Financial Services"
"AMODW","0001862463","NASDAQ","Software - Application","Technology"
"ONEW","0001772921","NASDAQ","Auto - Recreational Vehicles","Consumer Cyclical"
"GNLX","0001231457","NASDAQ","Biotechnology","Healthcare"
"GCL","0002002045","NASDAQ","Electronic Gaming & Multimedia","Technology"
"AIFU","0001413855","NASDAQ","Insurance - Specialty","Financial Services"
"SCAG","0002000366","NASDAQ","Manufacturing - Tools & Accessories","Industrials"
"SAFX","0002019793","NASDAQ","Oil & Gas Exploration & Production","Energy"
"PELI","0002037431","NASDAQ","Asset Management","Financial Services"
"ALEC","0001653087","NASDAQ","Biotechnology","Healthcare"
"ENTX","0001638097","NASDAQ","Biotechnology","Healthcare"
"PAYX","0000723531","NASDAQ","Staffing & Employment Services","Industrials"
"WAI","0001938865","NASDAQ","Financial - Capital Markets","Financial Services"
"CGTX","0001455365","NASDAQ","Biotechnology","Healthcare"
"RDZN","0001868640","NASDAQ","Software - Application","Technology"
"MOB","0001898643","NASDAQ","Communication Equipment","Technology"
"ABVE","0001979484","NASDAQ","Packaged Foods","Consumer Defensive"
"TEAM","0001650372","NASDAQ","Software - Application","Technology"
"VIRC","0000751365","NASDAQ","Furnishings, Fixtures & Appliances","Consumer Cyclical"
"CTOR","0001851484","NASDAQ","Drug Manufacturers - General","Healthcare"
"ZYBT","0001975641","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"WRAP","0001702924","NASDAQ","Hardware, Equipment & Parts","Technology"
"PROV","0001010470","NASDAQ","Banks - Regional","Financial Services"
"QUIK","0000882508","NASDAQ","Semiconductors","Technology"
"SLGL","0001684693","NASDAQ","Biotechnology","Healthcare"
"EMISU","0002075816","NASDAQ","Asset Management","Financial Services"
"CHPG","0002024460","NASDAQ","Financial - Conglomerates","Financial Services"
"STIM","0001227636","NASDAQ","Medical - Diagnostics & Research","Healthcare"
"AEC","0001519469","NASDAQ","Industrial Materials","Basic Materials"
"IACVV","0001800227","NASDAQ","Internet Content & Information","Communication Services"
"DWSN","0000799165","NASDAQ","Oil & Gas Equipment & Services","Energy"
"REFR","0000793524","NASDAQ","Hardware, Equipment & Parts","Technology"
"FTEK","0000846913","NASDAQ","Industrial - Pollution & Treatment Controls","Industrials"
"BRAG","0001867834","NASDAQ","Electronic Gaming & Multimedia","Technology"
"BP","0000313807","NYSE","Oil & Gas Integrated","Energy"
"OESX","0001409375","NASDAQ","Electrical Equipment & Parts","Industrials"
"ELTK","0001024672","NASDAQ","Hardware, Equipment & Parts","Technology"
"NEPH","0001196298","NASDAQ","Medical - Instruments & Supplies","Healthcare"
"NTRB","0001676047","NASDAQ","Biotechnology","Healthcare"
"LOOP","0001504678","NASDAQ","Chemicals - Specialty","Basic Materials"
"EVGN","0001574565","NASDAQ","Biotechnology","Healthcare"
"BEEP","0001918056","NASDAQ","Real Estate - General","Real Estate"
"RBNE","0002039060","NASDAQ","Oil & Gas Midstream","Energy"
"KKR","0001404912","NYSE","Asset Management","Financial Services"
"BNJ","0001001085","NYSE","Investment - Banking & Investment Services","Financial Services"
"ENB","0000895728","NYSE","Oil & Gas Midstream","Energy"
"PH","0000076334","NYSE","Industrial - Machinery","Industrials"
"CELG-RI","0000014272","NYSE","Drug Manufacturers - General","Healthcare"
"SCCO","0001001838","NYSE","Copper","Basic Materials"
"BN","0001001085","NYSE","Asset Management","Financial Services"
"BMY","0000014272","NYSE","Drug Manufacturers - General","Healthcare"
"AVAL","0001504764","NYSE","Banks - Regional","Financial Services"
"NEM","0001164727","NYSE","Gold","Basic Materials"
"BNCWW","0001482541","NASDAQ","Asset Management","Financial Services"
"SO","0000092122","NYSE","Regulated Electric","Utilities"
"MO","0000764180","NYSE","Tobacco","Consumer Defensive"
"NKE","0000320187","NYSE","Apparel - Footwear & Accessories","Consumer Cyclical"
"DUK","0001326160","NYSE","Regulated Electric","Utilities"
"CVS","0000064803","NYSE","Medical - Healthcare Plans","Healthcare"
"UMC","0001033767","NYSE","Semiconductors","Technology"
"GD","0000040533","NYSE","Aerospace & Defense","Industrials"
"TT","0001466258","NYSE","Construction","Industrials"
"ASR","0001123452","NYSE","Airlines, Airports & Air Services","Industrials"
"MODD","0001074871","NASDAQ","Medical - Devices","Healthcare"
"SND","0001529628","NASDAQ","Oil & Gas Equipment & Services","Energy"
"STRO","0001382101","NASDAQ","Biotechnology","Healthcare"
"ISPR","0001948455","NASDAQ","Tobacco","Consumer Defensive"
"HFFG","0001680873","NASDAQ","Food Distribution","Consumer Defensive"
"AGCC","0002060016","NASDAQ","Beverages - Wineries & Distilleries","Consumer Defensive"
"AFBI","0001823406","NASDAQ","Banks - Regional","Financial Services"
"SRBK","0001951276","NASDAQ","Banks - Regional","Financial Services"
"LNSR","0001320350","NASDAQ","Medical - Devices","Healthcare"
"SAMG","0001549966","NASDAQ","Asset Management","Financial Services"
"ARAI","0001818274","NASDAQ","Software - Infrastructure","Technology"
"GMGI","0001437925","NASDAQ","Electronic Gaming & Multimedia","Technology"
"SERA","0001534969","NASDAQ","Medical - Diagnostics & Research","Healthcare"
"BHST","0001723464","NASDAQ","Agricultural Inputs","Basic Materials"
"RCEL","0001762303","NASDAQ","Medical - Devices","Healthcare"
"BLBX","0001567900","NASDAQ","Software - Application","Technology"
"CUE","0001645460","NASDAQ","Biotechnology","Healthcare"
"FOXA","0001754301","NASDAQ","Entertainment","Communication Services"
"BUUU","0002047273","NASDAQ","Specialty Business Services","Industrials"
"ONMD","0001849380","NASDAQ","Medical - Healthcare Information Services","Healthcare"
"MDAI","0001833498","NASDAQ","Medical - Devices","Healthcare"
"CTSO","0001175151","NASDAQ","Medical - Devices","Healthcare"
"INMB","0001711754","NASDAQ","Biotechnology","Healthcare"
"JRSH","0001696558","NASDAQ","Apparel - Manufacturers","Consumer Cyclical"
"TOP","0001848275","NASDAQ","Financial - Capital Markets","Financial Services"
"ECOR","0001560258","NASDAQ","Medical - Devices","Healthcare"
"WINV","0001854463","NASDAQ","Shell Companies","Financial Services"
"KLTOW","0001907223","NASDAQ","Biotechnology","Healthcare"
"ABVC","0001173313","NASDAQ","Biotechnology","Healthcare"
"KFFB","0001297341","NASDAQ","Banks - Regional","Financial Services"
"STRF","0001050446","NASDAQ","Software - Application","Technology"
"SABS","0001833214","NASDAQ","Biotechnology","Healthcare"
"SURG","0001392694","NASDAQ","Software - Application","Technology"
"APLT","0001697532","NASDAQ","Biotechnology","Healthcare"
"LEE","0000058361","NASDAQ","Publishing","Communication Services"
"PMEC","0001891944","NASDAQ","Specialty Business Services","Industrials"
"SNTI","0001854270","NASDAQ","Biotechnology","Healthcare"
"ZBAO","0001966750","NASDAQ","Insurance - Brokers","Financial Services"
"PXS","0001640043","NASDAQ","Marine Shipping","Industrials"
"PRTS","0001378950","NASDAQ","Specialty Retail","Consumer Cyclical"
"GLTO","0001800315","NASDAQ","Biotechnology","Healthcare"
"DSY","0001999297","NASDAQ","Household & Personal Products","Consumer Defensive"
"HBIO","0001123494","NASDAQ","Medical - Instruments & Supplies","Healthcare"
"NRXS","0001933567","NASDAQ","Biotechnology","Healthcare"
"INTZ","0000736012","NASDAQ","Software - Infrastructure","Technology"
"PFAI","0002032755","NASDAQ","Home Improvement","Consumer Cyclical"
"BOWN","0001973056","NASDAQ","Shell Companies","Financial Services"
"UG","0000101295","NASDAQ","Household & Personal Products","Consumer Defensive"
"TLPH","0001427925","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"BRRWW","0002056263","NASDAQ","Shell Companies","Financial Services"
"BOLD","0001782303","NASDAQ","Biotechnology","Healthcare"
"HYPD","0001682639","NASDAQ","Medical - Devices","Healthcare"
"RBKB","0001751783","NASDAQ","Banks - Regional","Financial Services"
"FOSL","0000883569","NASDAQ","Luxury Goods","Consumer Cyclical"
"IZEA","0001495231","NASDAQ","Internet Content & Information","Communication Services"
"LSBK","0001341318","NASDAQ","Banks - Regional","Financial Services"
"LOTWW","0001962746","NASDAQ","Auto - Manufacturers","Consumer Cyclical"
"DLTH","0001649744","NASDAQ","Apparel - Retail","Consumer Cyclical"
"WETH","0001826660","NASDAQ","Real Estate - Services","Real Estate"
"CSPI","0000356037","NASDAQ","Information Technology Services","Technology"
"CNTX","0001842952","NASDAQ","Biotechnology","Healthcare"
"RVSB","0001041368","NASDAQ","Banks - Regional","Financial Services"
"MGYR","0001337068","NASDAQ","Banks - Regional","Financial Services"
"HURC","0000315374","NASDAQ","Industrial - Machinery","Industrials"
"MERC","0001333274","NASDAQ","Paper, Lumber & Forest Products","Basic Materials"
"FFAI","0001805521","NASDAQ","Auto - Manufacturers","Consumer Cyclical"
"KG","0001412100","NASDAQ","Insurance - Reinsurance","Financial Services"
"PRSO","0000890394","NASDAQ","Semiconductors","Technology"
"GUTS","0001572616","NASDAQ","Biotechnology","Healthcare"
"GANX","0001819411","NASDAQ","Biotechnology","Healthcare"
"BIOX","0001769484","NASDAQ","Agricultural Inputs","Basic Materials"
"VRM","0001580864","NASDAQ","Auto - Dealerships","Consumer Cyclical"
"TUSK","0001679268","NASDAQ","Conglomerates","Industrials"
"COYA","0001835022","NASDAQ","Biotechnology","Healthcare"
"RSSS","0001386301","NASDAQ","Software - Application","Technology"
"GNSS","0000924383","NASDAQ","Hardware, Equipment & Parts","Technology"
"RAYA","0001825875","NASDAQ","Electrical Equipment & Parts","Industrials"
"DTI","0001884516","NASDAQ","Oil & Gas Equipment & Services","Energy"
"SSEAU","0002059165","NASDAQ","Shell Companies","Financial Services"
"ASPS","0001462418","NASDAQ","Real Estate - Services","Real Estate"
"CMLS","0001058623","NASDAQ","Broadcasting","Communication Services"
"ATRA","0001604464","NASDAQ","Biotechnology","Healthcare"
"FNWB","0001556727","NASDAQ","Banks - Regional","Financial Services"
"PFX","0001490349","NASDAQ","Asset Management","Financial Services"
"SNT","0001993727","NASDAQ","Security & Protection Services","Industrials"
"EDAP","0001041934","NASDAQ","Medical - Devices","Healthcare"
"TWG","0001978057","NASDAQ","Food Distribution","Consumer Defensive"
"SMFG","0001022837","NYSE","Banks - Diversified","Financial Services"
"B","0000009984","NYSE","Gold","Basic Materials"
"TRV","0000086312","NYSE","Insurance - Property & Casualty","Financial Services"
"GM","0001467858","NYSE","Auto - Manufacturers","Consumer Cyclical"
"CMI","0000026172","NYSE","Industrial - Machinery","Industrials"
"RTO","0000930157","NYSE","Specialty Business Services","Industrials"
"DB","0001159508","NYSE","Banks - Regional","Financial Services"
"IIPR","0001677576","NYSE","REIT - Industrial","Real Estate"
"VRT","0001674101","NYSE","Electrical Equipment & Parts","Industrials"
"NWG","0000844150","NYSE","Banks - Diversified","Financial Services"
"PWR","0001050915","NYSE","Engineering & Construction","Industrials"
"CP","0000016875","NYSE","Railroads","Industrials"
"HLT","0001585689","NYSE","Travel Lodging","Consumer Cyclical"
"AZO","0000866787","NYSE","Auto - Parts","Consumer Cyclical"
"FDX","0001048911","NYSE","Integrated Freight & Logistics","Industrials"
"CL","0000021665","NYSE","Household & Personal Products","Consumer Defensive"
"AJG","0000354190","NYSE","Insurance - Brokers","Financial Services"
"GECC","0001675033","NASDAQ","Asset Management","Financial Services"
"NSC","0000702165","NYSE","Railroads","Industrials"
"RBLX","0001315098","NYSE","Electronic Gaming & Multimedia","Technology"
"BIVI","0001580149","NASDAQ","Biotechnology","Healthcare"
"VRME","0001104038","NASDAQ","Security & Protection Services","Industrials"
"SPEGU","0001862978","NASDAQ","Asset Management","Financial Services"
"IBKR","0001381197","NASDAQ","Investment - Banking & Investment Services","Financial Services"
"TSCO","0000916365","NASDAQ","Specialty Retail","Consumer Cyclical"
"LPLA","0001397911","NASDAQ","Financial - Capital Markets","Financial Services"
"REVB","0001810560","NASDAQ","Biotechnology","Healthcare"
"MNDR","0001976695","NASDAQ","Medical - Care Facilities","Healthcare"
"CAPN","0002024203","NASDAQ","Shell Companies","Financial Services"
"FLL","0000891482","NASDAQ","Gambling, Resorts & Casinos","Consumer Cyclical"
"NCEL","0001783036","NASDAQ","Biotechnology","Healthcare"
"WBUY","0001946703","NASDAQ","Specialty Retail","Consumer Cyclical"
"MAPS","0001779474","NASDAQ","Software - Application","Technology"
"STSS","0001737995","NASDAQ","Medical - Instruments & Supplies","Healthcare"
"DLHC","0000785557","NASDAQ","Specialty Business Services","Industrials"
"ULBI","0000875657","NASDAQ","Electrical Equipment & Parts","Industrials"
"LCUT","0000874396","NASDAQ","Furnishings, Fixtures & Appliances","Consumer Cyclical"
"IROQ","0001514743","NASDAQ","Banks - Regional","Financial Services"
"CRDL","0001702123","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"CNI","0000016868","NYSE","Railroads","Industrials"
"VRA","0001495320","NASDAQ","Apparel - Footwear & Accessories","Consumer Cyclical"
"AUBN","0000750574","NASDAQ","Banks - Regional","Financial Services"
"VTVT","0001641489","NASDAQ","Biotechnology","Healthcare"
